TimeStamp,Value
1/06/2006 22:48:00,0.1171875
1/06/2006 22:49:00,0.1171875
1/06/2006 22:50:00,0.1171875
1/06/2006 22:51:00,0.1171875
1/06/2006 22:52:00,0.1171875
1/06/2006 22:53:00,0.1171875
1/06/2006 22:54:00,0.1171875
1/06/2006 22:55:00,0.1171875
1/06/2006 22:56:00,0.1171875
1/06/2006 22:57:00,0.1171875
1/06/2006 22:58:00,0.1171875
1/06/2006 22:59:00,0.1171875
1/06/2006 23:00:00,0.1171875
1/06/2006 23:01:00,0.1171875
1/06/2006 23:02:00,0.1171875
1/06/2006 23:03:00,0.1171875
1/06/2006 23:04:00,0.1171875
1/06/2006 23:05:00,0.1171875
1/06/2006 23:06:00,0.1171875
1/06/2006 23:07:00,0.1171875
1/06/2006 23:08:00,0.1171875
1/06/2006 23:09:00,0.1171875
1/06/2006 23:10:00,0.1171875
1/06/2006 23:11:00,0.1171875
1/06/2006 23:12:00,0.1171875
1/06/2006 23:13:00,0.1171875
1/06/2006 23:14:00,0.1171875
1/06/2006 23:15:00,0.1171875
1/06/2006 23:16:00,0.1171875
1/06/2006 23:17:00,0.1171875
1/06/2006 23:18:00,0.1171875
1/06/2006 23:19:00,0.1171875
1/06/2006 23:20:00,0.1171875
1/06/2006 23:21:00,0.1171875
1/06/2006 23:22:00,0.1171875
1/06/2006 23:23:00,0.1171875
1/06/2006 23:24:00,0.1171875
1/06/2006 23:25:00,0.1171875
1/06/2006 23:26:00,0.1171875
1/06/2006 23:27:00,0.1171875
1/06/2006 23:28:00,0.1171875
1/06/2006 23:29:00,0.1171875
1/06/2006 23:30:00,0.1171875
1/06/2006 23:31:00,0.1171875
1/06/2006 23:32:00,0.1171875
1/06/2006 23:33:00,0.1171875
1/06/2006 23:34:00,0.1171875
1/06/2006 23:35:00,0.1171875
1/06/2006 23:36:00,0.1171875
1/06/2006 23:37:00,0.1171875
1/06/2006 23:38:00,0.1171875
1/06/2006 23:39:00,0.1171875
1/06/2006 23:40:00,0.1171875
1/06/2006 23:41:00,0.1171875
1/06/2006 23:42:00,0.1171875
1/06/2006 23:43:00,0.1171875
1/06/2006 23:44:00,0.1171875
1/06/2006 23:45:00,0.1171875
1/06/2006 23:46:00,0.1171875
1/06/2006 23:47:00,0.1171875
1/06/2006 23:48:00,0.1171875
1/06/2006 23:49:00,0.1171875
1/06/2006 23:50:00,0.1171875
1/06/2006 23:51:00,0.1171875
1/06/2006 23:52:00,0.1171875
1/06/2006 23:53:00,0.1171875
1/06/2006 23:54:00,0.1171875
1/06/2006 23:55:00,0.1171875
1/06/2006 23:56:00,0.1171875
1/06/2006 23:57:00,0.1171875
1/06/2006 23:58:00,0.1171875
1/06/2006 23:59:00,0.1171875
1/07/2006 00:01:00,100.0101
1/07/2006 00:02:00,99.9845
1/07/2006 00:03:00,99.98796
1/07/2006 00:04:00,99.98732
1/07/2006 00:05:00,99.98911
1/07/2006 00:06:00,100.0014
1/07/2006 00:07:00,100.0078
1/07/2006 00:08:00,100.0143
1/07/2006 00:09:00,100.0343
1/07/2006 00:10:00,100.0366
1/07/2006 00:11:00,100.0176
1/07/2006 00:12:00,100.0208
1/07/2006 00:13:00,100.0387
1/07/2006 00:14:00,100.0291
1/07/2006 00:15:00,99.99507
1/07/2006 00:16:00,99.98386
1/07/2006 00:17:00,100.0108
1/07/2006 00:18:00,100.0303
1/07/2006 00:19:00,100.038
1/07/2006 00:20:00,100.0228
1/07/2006 00:21:00,99.97541
1/07/2006 00:22:00,99.95947
1/07/2006 00:23:00,99.97292
1/07/2006 00:24:00,99.99001
1/07/2006 00:25:00,99.99052
1/07/2006 00:26:00,100.0078
1/07/2006 00:27:00,100.0061
1/07/2006 00:28:00,100.0015
1/07/2006 00:29:00,100.0078
1/07/2006 00:30:00,100.0044
1/07/2006 00:31:00,99.98745
1/07/2006 00:32:00,100.0051
1/07/2006 00:33:00,99.98591
1/07/2006 00:34:00,100.0006
1/07/2006 00:35:00,100.006
1/07/2006 00:36:00,99.98047
1/07/2006 00:37:00,99.9806
1/07/2006 00:38:00,99.98476
1/07/2006 00:39:00,100.0078
1/07/2006 00:40:00,100.0001
1/07/2006 00:41:00,100.0076
1/07/2006 00:42:00,100.0078
1/07/2006 00:43:00,99.99321
1/07/2006 00:44:00,100.0063
1/07/2006 00:45:00,100.0078
1/07/2006 00:46:00,100.001
1/07/2006 00:47:00,100
1/07/2006 00:48:00,99.98367
1/07/2006 00:49:00,99.96126
1/07/2006 00:50:00,99.97586
1/07/2006 00:51:00,99.98969
1/07/2006 00:52:00,99.98617
1/07/2006 00:53:00,99.98438
1/07/2006 00:54:00,99.98438
1/07/2006 00:55:00,99.99564
1/07/2006 00:56:00,100.0055
1/07/2006 00:57:00,100.0024
1/07/2006 00:58:00,100
1/07/2006 00:59:00,100.0051
1/07/2006 01:00:00,99.99783
1/07/2006 01:01:00,99.97515
1/07/2006 01:02:00,99.97432
1/07/2006 01:03:00,99.9966
1/07/2006 01:04:00,100.0101
1/07/2006 01:05:00,100.0291
1/07/2006 01:06:00,100.0261
1/07/2006 01:07:00,100.0158
1/07/2006 01:08:00,100.0056
1/07/2006 01:09:00,99.99603
1/07/2006 01:10:00,100.0037
1/07/2006 01:11:00,100.0168
1/07/2006 01:12:00,100.0152
1/07/2006 01:13:00,100.0117
1/07/2006 01:14:00,100.0305
1/07/2006 01:15:00,100.0219
1/07/2006 01:16:00,100
1/07/2006 01:17:00,100
1/07/2006 01:18:00,99.99513
1/07/2006 01:19:00,99.97861
1/07/2006 01:20:00,99.96049
1/07/2006 01:21:00,99.95741
1/07/2006 01:22:00,99.98143
1/07/2006 01:23:00,99.98975
1/07/2006 01:24:00,100.0086
1/07/2006 01:25:00,100.0056
1/07/2006 01:26:00,99.97624
1/07/2006 01:27:00,99.96088
1/07/2006 01:28:00,99.98105
1/07/2006 01:29:00,99.98745
1/07/2006 01:30:00,100.0069
1/07/2006 01:31:00,100
1/07/2006 01:32:00,99.99936
1/07/2006 01:33:00,99.99219
1/07/2006 01:34:00,99.99296
1/07/2006 01:35:00,100.0082
1/07/2006 01:36:00,100.0195
1/07/2006 01:37:00,100.0195
1/07/2006 01:38:00,100.0349
1/07/2006 01:39:00,100.054
1/07/2006 01:40:00,100.0547
1/07/2006 01:41:00,100.0474
1/07/2006 01:42:00,100.0469
1/07/2006 01:43:00,100.0222
1/07/2006 01:44:00,100.0264
1/07/2006 01:45:00,100.0341
1/07/2006 01:46:00,99.99853
1/07/2006 01:47:00,99.98566
1/07/2006 01:48:00,99.99078
1/07/2006 01:49:00,99.98277
1/07/2006 01:50:00,99.98354
1/07/2006 01:51:00,99.99641
1/07/2006 01:52:00,99.97938
1/07/2006 01:53:00,99.9813
1/07/2006 01:54:00,100.0154
1/07/2006 01:55:00,100.0163
1/07/2006 01:56:00,99.99827
1/07/2006 01:57:00,99.95543
1/07/2006 01:58:00,99.95031
1/07/2006 01:59:00,99.97202
1/07/2006 02:00:00,99.96587
1/07/2006 02:01:00,99.95703
1/07/2006 02:02:00,99.97086
1/07/2006 02:03:00,99.98047
1/07/2006 02:04:00,99.98047
1/07/2006 02:05:00,99.98047
1/07/2006 02:06:00,99.98252
1/07/2006 02:07:00,99.98239
1/07/2006 02:08:00,99.97669
1/07/2006 02:09:00,99.98162
1/07/2006 02:10:00,99.99564
1/07/2006 02:11:00,99.99667
1/07/2006 02:12:00,99.99859
1/07/2006 02:13:00,100.0124
1/07/2006 02:14:00,100.0063
1/07/2006 02:15:00,99.98438
1/07/2006 02:16:00,99.98975
1/07/2006 02:17:00,99.99744
1/07/2006 02:18:00,99.99462
1/07/2006 02:19:00,100.0023
1/07/2006 02:20:00,99.99802
1/07/2006 02:21:00,99.97471
1/07/2006 02:22:00,99.98047
1/07/2006 02:23:00,99.97688
1/07/2006 02:24:00,99.96901
1/07/2006 02:25:00,99.99129
1/07/2006 02:26:00,100.0223
1/07/2006 02:27:00,100.0352
1/07/2006 02:28:00,100.0352
1/07/2006 02:29:00,100.0331
1/07/2006 02:30:00,100.0186
1/07/2006 02:31:00,100.014
1/07/2006 02:32:00,100.0352
1/07/2006 02:33:00,100.0346
1/07/2006 02:34:00,100.0277
1/07/2006 02:35:00,100.0352
1/07/2006 02:36:00,100.0348
1/07/2006 02:37:00,100.0117
1/07/2006 02:38:00,100.0079
1/07/2006 02:39:00,100.0003
1/07/2006 02:40:00,99.99257
1/07/2006 02:41:00,100.0177
1/07/2006 02:42:00,100.0195
1/07/2006 02:43:00,100.0195
1/07/2006 02:44:00,99.98841
1/07/2006 02:45:00,99.98438
1/07/2006 02:46:00,99.96107
1/07/2006 02:47:00,99.9505
1/07/2006 02:48:00,99.95562
1/07/2006 02:49:00,99.99783
1/07/2006 02:50:00,99.98937
1/07/2006 02:51:00,99.99039
1/07/2006 02:52:00,99.99808
1/07/2006 02:53:00,100.0058
1/07/2006 02:54:00,100.0022
1/07/2006 02:55:00,100
1/07/2006 02:56:00,100.0081
1/07/2006 02:57:00,100.0117
1/07/2006 02:58:00,100.0092
1/07/2006 02:59:00,100.0253
1/07/2006 03:00:00,100.0181
1/07/2006 03:01:00,100.0197
1/07/2006 03:02:00,100.0158
1/07/2006 03:03:00,100.0101
1/07/2006 03:04:00,100.0313
1/07/2006 03:05:00,100.0321
1/07/2006 03:06:00,100.0277
1/07/2006 03:07:00,100.0213
1/07/2006 03:08:00,100.0213
1/07/2006 03:09:00,100.024
1/07/2006 03:10:00,100.0117
1/07/2006 03:11:00,100.0031
1/07/2006 03:12:00,99.99219
1/07/2006 03:13:00,99.99859
1/07/2006 03:14:00,99.99859
1/07/2006 03:15:00,99.99026
1/07/2006 03:16:00,99.98732
1/07/2006 03:17:00,99.97022
1/07/2006 03:18:00,99.98175
1/07/2006 03:19:00,99.99168
1/07/2006 03:20:00,100.0113
1/07/2006 03:21:00,100.0174
1/07/2006 03:22:00,100.0117
1/07/2006 03:23:00,100.005
1/07/2006 03:24:00,99.99603
1/07/2006 03:25:00,100.0302
1/07/2006 03:26:00,100.0096
1/07/2006 03:27:00,100
1/07/2006 03:28:00,99.99481
1/07/2006 03:29:00,99.96484
1/07/2006 03:30:00,99.96574
1/07/2006 03:31:00,99.97381
1/07/2006 03:32:00,99.98566
1/07/2006 03:33:00,100.0005
1/07/2006 03:34:00,100.0084
1/07/2006 03:35:00,100.02
1/07/2006 03:36:00,100.0348
1/07/2006 03:37:00,100.0117
1/07/2006 03:38:00,99.98098
1/07/2006 03:39:00,99.98047
1/07/2006 03:40:00,99.99161
1/07/2006 03:41:00,99.98489
1/07/2006 03:42:00,99.98438
1/07/2006 03:43:00,99.98438
1/07/2006 03:44:00,99.98092
1/07/2006 03:45:00,99.9669
1/07/2006 03:46:00,99.98815
1/07/2006 03:47:00,99.99219
1/07/2006 03:48:00,100.005
1/07/2006 03:49:00,100.0078
1/07/2006 03:50:00,100.0017
1/07/2006 03:51:00,100.0211
1/07/2006 03:52:00,100.0156
1/07/2006 03:53:00,100.0348
1/07/2006 03:54:00,100.0373
1/07/2006 03:55:00,100.0186
1/07/2006 03:56:00,100.0279
1/07/2006 03:57:00,100.0115
1/07/2006 03:58:00,100
1/07/2006 03:59:00,100.005
1/07/2006 04:00:00,100.02
1/07/2006 04:01:00,100.0226
1/07/2006 04:02:00,100.0126
1/07/2006 04:03:00,100.0235
1/07/2006 04:04:00,100.0264
1/07/2006 04:05:00,100.0005
1/07/2006 04:06:00,99.96593
1/07/2006 04:07:00,99.9651
1/07/2006 04:08:00,99.98047
1/07/2006 04:09:00,99.99347
1/07/2006 04:10:00,100.0132
1/07/2006 04:11:00,100.023
1/07/2006 04:12:00,100.0157
1/07/2006 04:13:00,100.0032
1/07/2006 04:14:00,100.0047
1/07/2006 04:15:00,99.99706
1/07/2006 04:16:00,99.98937
1/07/2006 04:17:00,99.98303
1/07/2006 04:18:00,99.97791
1/07/2006 04:19:00,99.9836
1/07/2006 04:20:00,100.0078
1/07/2006 04:21:00,100.0035
1/07/2006 04:22:00,99.99628
1/07/2006 04:23:00,100.0011
1/07/2006 04:24:00,99.98316
1/07/2006 04:25:00,99.99551
1/07/2006 04:26:00,100.0009
1/07/2006 04:27:00,99.97407
1/07/2006 04:28:00,99.97791
1/07/2006 04:29:00,99.96888
1/07/2006 04:30:00,99.99321
1/07/2006 04:31:00,99.9991
1/07/2006 04:32:00,99.99219
1/07/2006 04:33:00,99.99379
1/07/2006 04:34:00,100.0115
1/07/2006 04:35:00,100.008
1/07/2006 04:36:00,100.012
1/07/2006 04:37:00,100.019
1/07/2006 04:38:00,99.98438
1/07/2006 04:39:00,99.98438
1/07/2006 04:40:00,100.0067
1/07/2006 04:41:00,100.0005
1/07/2006 04:42:00,99.98207
1/07/2006 04:43:00,99.95934
1/07/2006 04:44:00,99.98124
1/07/2006 04:45:00,99.98438
1/07/2006 04:46:00,99.99723
1/07/2006 04:47:00,100.0062
1/07/2006 04:48:00,99.98708
1/07/2006 04:49:00,99.98335
1/07/2006 04:50:00,99.98438
1/07/2006 04:51:00,99.98988
1/07/2006 04:52:00,99.98412
1/07/2006 04:53:00,99.98309
1/07/2006 04:54:00,99.99974
1/07/2006 04:55:00,100.0103
1/07/2006 04:56:00,100.0093
1/07/2006 04:57:00,100.0149
1/07/2006 04:58:00,100.008
1/07/2006 04:59:00,99.98431
1/07/2006 05:00:00,99.97919
1/07/2006 05:01:00,99.98226
1/07/2006 05:02:00,99.99481
1/07/2006 05:03:00,100.0098
1/07/2006 05:04:00,100.0156
1/07/2006 05:05:00,100.0102
1/07/2006 05:06:00,100.0036
1/07/2006 05:07:00,100.0044
1/07/2006 05:08:00,100.0033
1/07/2006 05:09:00,99.99821
1/07/2006 05:10:00,100.0044
1/07/2006 05:11:00,100.0352
1/07/2006 05:12:00,100.0295
1/07/2006 05:13:00,100.0074
1/07/2006 05:14:00,99.98309
1/07/2006 05:15:00,99.98655
1/07/2006 05:16:00,100.0138
1/07/2006 05:17:00,100.0534
1/07/2006 05:18:00,100.059
1/07/2006 05:19:00,100.0322
1/07/2006 05:20:00,100.0361
1/07/2006 05:21:00,100.0025
1/07/2006 05:22:00,100.0133
1/07/2006 05:23:00,100.0174
1/07/2006 05:24:00,100.0123
1/07/2006 05:25:00,100.034
1/07/2006 05:26:00,100.0248
1/07/2006 05:27:00,100.0083
1/07/2006 05:28:00,100.009
1/07/2006 05:29:00,99.98566
1/07/2006 05:30:00,100.0005
1/07/2006 05:31:00,100.0065
1/07/2006 05:32:00,99.9797
1/07/2006 05:33:00,99.95703
1/07/2006 05:34:00,99.95703
1/07/2006 05:35:00,99.94935
1/07/2006 05:36:00,99.95677
1/07/2006 05:37:00,99.97932
1/07/2006 05:38:00,100.0425
1/07/2006 05:39:00,100.0469
1/07/2006 05:40:00,100.0363
1/07/2006 05:41:00,100.0109
1/07/2006 05:42:00,99.98405
1/07/2006 05:43:00,99.98047
1/07/2006 05:44:00,99.98047
1/07/2006 05:45:00,100.0125
1/07/2006 05:46:00,100.0321
1/07/2006 05:47:00,100.0229
1/07/2006 05:48:00,100.0105
1/07/2006 05:49:00,99.98719
1/07/2006 05:50:00,100.0035
1/07/2006 05:51:00,99.98918
1/07/2006 05:52:00,99.99424
1/07/2006 05:53:00,99.98924
1/07/2006 05:54:00,99.98438
1/07/2006 05:55:00,100.0177
1/07/2006 05:56:00,100.0302
1/07/2006 05:57:00,100.0371
1/07/2006 05:58:00,100.0382
1/07/2006 05:59:00,100.019
1/07/2006 06:00:00,100.019
1/07/2006 06:01:00,99.99251
1/07/2006 06:02:00,99.96062
1/07/2006 06:03:00,99.96113
1/07/2006 06:04:00,99.97279
1/07/2006 06:05:00,99.99392
1/07/2006 06:06:00,100.0097
1/07/2006 06:07:00,100.0099
1/07/2006 06:08:00,100.0044
1/07/2006 06:09:00,99.97836
1/07/2006 06:10:00,99.94762
1/07/2006 06:11:00,99.95914
1/07/2006 06:12:00,99.99225
1/07/2006 06:13:00,100.0103
1/07/2006 06:14:00,100.0092
1/07/2006 06:15:00,100.0015
1/07/2006 06:16:00,99.97317
1/07/2006 06:17:00,99.95703
1/07/2006 06:18:00,99.96356
1/07/2006 06:19:00,99.97637
1/07/2006 06:20:00,99.96869
1/07/2006 06:21:00,99.97509
1/07/2006 06:22:00,99.95703
1/07/2006 06:23:00,99.95856
1/07/2006 06:24:00,99.96766
1/07/2006 06:25:00,99.98239
1/07/2006 06:26:00,99.99334
1/07/2006 06:27:00,100.0015
1/07/2006 06:28:00,100.0104
1/07/2006 06:29:00,100
1/07/2006 06:30:00,99.99583
1/07/2006 06:31:00,99.94922
1/07/2006 06:32:00,99.94922
1/07/2006 06:33:00,99.94922
1/07/2006 06:34:00,99.94922
1/07/2006 06:35:00,99.94922
1/07/2006 06:36:00,99.96458
1/07/2006 06:37:00,99.96484
1/07/2006 06:38:00,99.98341
1/07/2006 06:39:00,99.98438
1/07/2006 06:40:00,99.99155
1/07/2006 06:41:00,99.98162
1/07/2006 06:42:00,99.98392
1/07/2006 06:43:00,99.98438
1/07/2006 06:44:00,99.99104
1/07/2006 06:45:00,99.97586
1/07/2006 06:46:00,99.97906
1/07/2006 06:47:00,99.99615
1/07/2006 06:48:00,100.0061
1/07/2006 06:49:00,99.98073
1/07/2006 06:50:00,99.94614
1/07/2006 06:51:00,99.94326
1/07/2006 06:52:00,99.96503
1/07/2006 06:53:00,99.97266
1/07/2006 06:54:00,99.97803
1/07/2006 06:55:00,99.98047
1/07/2006 06:56:00,99.98047
1/07/2006 06:57:00,99.96049
1/07/2006 06:58:00,99.95895
1/07/2006 06:59:00,99.96958
1/07/2006 07:00:00,99.97726
1/07/2006 07:01:00,99.98047
1/07/2006 07:02:00,99.97624
1/07/2006 07:03:00,99.97675
1/07/2006 07:04:00,99.98643
1/07/2006 07:05:00,99.99603
1/07/2006 07:06:00,99.987
1/07/2006 07:07:00,99.9619
1/07/2006 07:08:00,99.95267
1/07/2006 07:09:00,99.96702
1/07/2006 07:10:00,99.99168
1/07/2006 07:11:00,100.0017
1/07/2006 07:12:00,99.99808
1/07/2006 07:13:00,99.99795
1/07/2006 07:14:00,99.9724
1/07/2006 07:15:00,99.94807
1/07/2006 07:16:00,99.93456
1/07/2006 07:17:00,99.95684
1/07/2006 07:18:00,99.97894
1/07/2006 07:19:00,99.97407
1/07/2006 07:20:00,99.99615
1/07/2006 07:21:00,99.98617
1/07/2006 07:22:00,99.99551
1/07/2006 07:23:00,100.0063
1/07/2006 07:24:00,99.99366
1/07/2006 07:25:00,99.95908
1/07/2006 07:26:00,99.93199
1/07/2006 07:27:00,99.94992
1/07/2006 07:28:00,99.9836
1/07/2006 07:29:00,100.0078
1/07/2006 07:30:00,100.0072
1/07/2006 07:31:00,99.9977
1/07/2006 07:32:00,99.96407
1/07/2006 07:33:00,99.94922
1/07/2006 07:34:00,99.94973
1/07/2006 07:35:00,99.98047
1/07/2006 07:36:00,99.98047
1/07/2006 07:37:00,99.99936
1/07/2006 07:38:00,99.98515
1/07/2006 07:39:00,100.0063
1/07/2006 07:40:00,100.0078
1/07/2006 07:41:00,100.0078
1/07/2006 07:42:00,99.99398
1/07/2006 07:43:00,99.982
1/07/2006 07:44:00,99.99046
1/07/2006 07:45:00,99.98239
1/07/2006 07:46:00,99.99648
1/07/2006 07:47:00,99.99372
1/07/2006 07:48:00,99.98296
1/07/2006 07:49:00,99.98347
1/07/2006 07:50:00,99.98438
1/07/2006 07:51:00,99.98149
1/07/2006 07:52:00,99.96356
1/07/2006 07:53:00,99.95152
1/07/2006 07:54:00,99.97073
1/07/2006 07:55:00,99.98047
1/07/2006 07:56:00,99.9984
1/07/2006 07:57:00,99.99783
1/07/2006 07:58:00,99.98489
1/07/2006 07:59:00,99.96152
1/07/2006 08:00:00,99.94231
1/07/2006 08:01:00,99.94422
1/07/2006 08:02:00,99.93398
1/07/2006 08:03:00,99.93667
1/07/2006 08:04:00,99.95741
1/07/2006 08:05:00,99.9569
1/07/2006 08:06:00,99.96651
1/07/2006 08:07:00,99.97509
1/07/2006 08:08:00,99.97739
1/07/2006 08:09:00,99.99564
1/07/2006 08:10:00,100.0083
1/07/2006 08:11:00,100.0083
1/07/2006 08:12:00,99.99219
1/07/2006 08:13:00,99.98777
1/07/2006 08:14:00,99.99033
1/07/2006 08:15:00,99.9984
1/07/2006 08:16:00,99.98943
1/07/2006 08:17:00,100.0139
1/07/2006 08:18:00,100.0135
1/07/2006 08:19:00,99.97176
1/07/2006 08:20:00,99.95332
1/07/2006 08:21:00,99.97541
1/07/2006 08:22:00,100.0141
1/07/2006 08:23:00,100.0426
1/07/2006 08:24:00,100.0634
1/07/2006 08:25:00,100.0324
1/07/2006 08:26:00,100.0178
1/07/2006 08:27:00,100.0093
1/07/2006 08:28:00,100.0213
1/07/2006 08:29:00,100.0336
1/07/2006 08:30:00,100.0202
1/07/2006 08:31:00,100.0268
1/07/2006 08:32:00,100.0199
1/07/2006 08:33:00,100.0262
1/07/2006 08:34:00,99.99264
1/07/2006 08:35:00,100.0195
1/07/2006 08:36:00,100.0464
1/07/2006 08:37:00,100.0091
1/07/2006 08:38:00,100.0261
1/07/2006 08:39:00,100.0202
1/07/2006 08:40:00,100.009
1/07/2006 08:41:00,100.0078
1/07/2006 08:42:00,100.0248
1/07/2006 08:43:00,100.0273
1/07/2006 08:44:00,100.011
1/07/2006 08:45:00,99.995
1/07/2006 08:46:00,100.0142
1/07/2006 08:47:00,100.0103
1/07/2006 08:48:00,100.0018
1/07/2006 08:49:00,99.99411
1/07/2006 08:50:00,99.99219
1/07/2006 08:51:00,99.99783
1/07/2006 08:52:00,100.0055
1/07/2006 08:53:00,100.0078
1/07/2006 08:54:00,100.0078
1/07/2006 08:55:00,100.0255
1/07/2006 08:56:00,100.0206
1/07/2006 08:57:00,99.98802
1/07/2006 08:58:00,99.97266
1/07/2006 08:59:00,99.97938
1/07/2006 09:00:00,99.99962
1/07/2006 09:01:00,99.98213
1/07/2006 09:02:00,99.97137
1/07/2006 09:03:00,99.98438
1/07/2006 09:04:00,99.97861
1/07/2006 09:05:00,99.97637
1/07/2006 09:06:00,99.98047
1/07/2006 09:07:00,99.98047
1/07/2006 09:08:00,99.98879
1/07/2006 09:09:00,100.0144
1/07/2006 09:10:00,100.0352
1/07/2006 09:11:00,100.0352
1/07/2006 09:12:00,100.0197
1/07/2006 09:13:00,99.98949
1/07/2006 09:14:00,99.98438
1/07/2006 09:15:00,99.99776
1/07/2006 09:16:00,100.032
1/07/2006 09:17:00,100.043
1/07/2006 09:18:00,100.044
1/07/2006 09:19:00,100.0382
1/07/2006 09:20:00,100.001
1/07/2006 09:21:00,99.96817
1/07/2006 09:22:00,99.98124
1/07/2006 09:23:00,99.98719
1/07/2006 09:24:00,100.0013
1/07/2006 09:25:00,100.0118
1/07/2006 09:26:00,100.0285
1/07/2006 09:27:00,99.98707
1/07/2006 09:28:00,100.0078
1/07/2006 09:29:00,100.0056
1/07/2006 09:30:00,99.98175
1/07/2006 09:31:00,100.001
1/07/2006 09:32:00,100.0195
1/07/2006 09:33:00,100.0193
1/07/2006 09:34:00,100.0078
1/07/2006 09:35:00,100.0193
1/07/2006 09:36:00,100.0195
1/07/2006 09:37:00,100.001
1/07/2006 09:38:00,100.0109
1/07/2006 09:39:00,100.0081
1/07/2006 09:40:00,100.0078
1/07/2006 09:41:00,99.98707
1/07/2006 09:42:00,99.98438
1/07/2006 09:43:00,100.0044
1/07/2006 09:44:00,100.0176
1/07/2006 09:45:00,100.0387
1/07/2006 09:46:00,100.0241
1/07/2006 09:47:00,100.0103
1/07/2006 09:48:00,100.0078
1/07/2006 09:49:00,100.0343
1/07/2006 09:50:00,100.0257
1/07/2006 09:51:00,100.0252
1/07/2006 09:52:00,100.0219
1/07/2006 09:53:00,100.0248
1/07/2006 09:54:00,100.0147
1/07/2006 09:55:00,100.02
1/07/2006 09:56:00,100.0013
1/07/2006 09:57:00,99.98207
1/07/2006 09:58:00,99.98719
1/07/2006 09:59:00,100.0031
1/07/2006 10:00:00,100.0096
1/07/2006 10:01:00,99.99962
1/07/2006 10:02:00,99.98623
1/07/2006 10:03:00,99.9651
1/07/2006 10:04:00,99.94922
1/07/2006 10:05:00,99.95998
1/07/2006 10:06:00,99.98822
1/07/2006 10:07:00,100.0128
1/07/2006 10:08:00,100.0147
1/07/2006 10:09:00,100.0047
1/07/2006 10:10:00,99.98675
1/07/2006 10:11:00,99.96484
1/07/2006 10:12:00,99.97964
1/07/2006 10:13:00,100.0091
1/07/2006 10:14:00,100.019
1/07/2006 10:15:00,100.0352
1/07/2006 10:16:00,100.0232
1/07/2006 10:17:00,99.99219
1/07/2006 10:18:00,99.99411
1/07/2006 10:19:00,100.0027
1/07/2006 10:20:00,100.0109
1/07/2006 10:21:00,100.0086
1/07/2006 10:22:00,100.011
1/07/2006 10:23:00,100.0065
1/07/2006 10:24:00,100.0012
1/07/2006 10:25:00,100.0083
1/07/2006 10:26:00,100.0135
1/07/2006 10:27:00,99.75547
1/07/2006 10:28:00,92.75661
1/07/2006 10:29:00,85.37656
1/07/2006 10:30:00,79.68063
1/07/2006 10:31:00,73.98717
1/07/2006 10:32:00,67.76414
1/07/2006 10:33:00,62.32368
1/07/2006 10:34:00,57.44469
1/07/2006 10:35:00,53.08709
1/07/2006 10:36:00,49.15755
1/07/2006 10:37:00,45.55859
1/07/2006 10:38:00,42.29113
1/07/2006 10:39:00,39.30371
1/07/2006 10:40:00,36.55204
1/07/2006 10:41:00,34.01765
1/07/2006 10:42:00,31.69922
1/07/2006 10:43:00,29.56277
1/07/2006 10:44:00,27.59525
1/07/2006 10:45:00,25.71449
1/07/2006 10:46:00,23.90945
1/07/2006 10:47:00,22.16797
1/07/2006 10:48:00,20.53703
1/07/2006 10:49:00,18.99588
1/07/2006 10:50:00,17.56982
1/07/2006 10:51:00,16.22891
1/07/2006 10:52:00,14.96191
1/07/2006 10:53:00,13.77612
1/07/2006 10:54:00,12.66406
1/07/2006 10:55:00,11.54504
1/07/2006 10:56:00,10.45868
1/07/2006 10:57:00,9.451075
1/07/2006 10:58:00,8.53125
1/07/2006 10:59:00,7.692383
1/07/2006 11:00:00,6.92099
1/07/2006 11:01:00,6.219573
1/07/2006 11:02:00,5.581263
1/07/2006 11:03:00,5.004547
1/07/2006 11:04:00,4.471056
1/07/2006 11:05:00,3.992059
1/07/2006 11:06:00,3.557313
1/07/2006 11:07:00,3.168737
1/07/2006 11:08:00,2.825948
1/07/2006 11:09:00,2.515497
1/07/2006 11:10:00,2.238217
1/07/2006 11:11:00,1.996542
1/07/2006 11:12:00,1.782531
1/07/2006 11:13:00,1.593238
1/07/2006 11:14:00,1.430392
1/07/2006 11:15:00,1.286309
1/07/2006 11:16:00,1.159132
1/07/2006 11:17:00,1.045658
1/07/2006 11:18:00,0.9446081
1/07/2006 11:19:00,0.8595671
1/07/2006 11:20:00,0.7836834
1/07/2006 11:21:00,0.7175974
1/07/2006 11:22:00,0.6590676
1/07/2006 11:23:00,0.6052766
1/07/2006 11:24:00,0.5528305
1/07/2006 11:25:00,0.5041624
1/07/2006 11:26:00,0.4568391
1/07/2006 11:27:00,0.408043
1/07/2006 11:28:00,0.3554047
1/07/2006 11:29:00,0.2739498
1/07/2006 11:30:00,0.1413934
1/07/2006 11:31:00,0.0268955
1/07/2006 11:32:00,0.1171875
1/07/2006 11:33:00,0.1171875
1/07/2006 11:34:00,0.1171875
1/07/2006 11:35:00,0.1171875
1/07/2006 11:36:00,0.1171875
1/07/2006 11:37:00,0.1171875
1/07/2006 11:38:00,0.1171875
1/07/2006 11:39:00,0.1171875
1/07/2006 11:40:00,0.1171875
1/07/2006 11:41:00,0.1171875
1/07/2006 11:42:00,0.1171875
1/07/2006 11:43:00,0.1171875
